Klinikname,Gesamtzufriedenheit,Erfahrungsbericht
Evangelisches Krankenhaus Oldenburg,0,"Verwechslung von Betäubungsmittel, mangelnde Hygiene, Personalmangel, mangelnde Aufklärung der Angehörigen, vermutete Diagnose ohne Bestätigung, Notfallsituation wurde von den Ärzten missachtet, aufgrund eines nur vermuteten Darmverschlusses wurde die Ernährung eingestellt (angebliche passive Sterbehilfe)"
Klinikum Oldenburg,6,"Ich bin heute in der Station  E 43 operiert worden.  Bin sehr nett empfangen worden.  Allen Ärzten,  besonders meinem netten Narkosearzt, er kommt aus Ost-westfalen, danke ich für die Fürsorge und die Ablenkung vor der Narkose und nicht zuletzt Schwester Birgit.  Aber auch allen Schwestern, es waren soo viele in der Schleuse,  sage ich meinen herzlichen Dank für die Betreuung  !!  Trotzdem hoffe ich auf einen guten Befund und nicht so schnell zurück zu kommen.....DANKE FÜR ALLES   !!"
Klinikum Oldenburg,6,"Das es super gute Ärzte sind. Ich hatte eine Kniegelenk OP. Und das Pflegepersonal war einfach nur spitze. Ich bedanke mich noch mal recht herzlich. Ich konnte ein paar Jahre nicht mehr gut laufen aber weil es so tolle Ärzte gibt wie ich sie hatte, geht es mir schon viel besser. Hier mit möchte ich mich noch mals rechtherzlich bedanken"
Klinikum Oldenburg,4,"Sehr kompetente Chefärztin mit Liebe zum Beruf. Wurde im Vorfeld sehr freundlich und ausführlich beraten. Mit Narkose und OP sehr zufrieden. Weiblich, 79 jahre"
Klinikum Oldenburg,6,"Von der Aufnahme, Behandlung und Entlassung lief alles vorbildlich und optimal. Ich bin sehr zufrieden gewesen!"
Klinikum Oldenburg,6,sehr individuelle Betreuung sowohl in Pflege als auch ärztlicherseits.  Anästhesie im Verlauf der OP und danach anders als vorher besprochen. War ok nach Begründung.  Positiv: Täglich Schmerzproblematik besprochen und Medikamente angepasst.  Hygiene/ Zimmerreinigung: hier sehr viel Toleranz vonnöten.
Klinikum Oldenburg,6,"Dreimal ist Ostfriesenrecht, genauso oft habe ich die Hilfe vom Klinikum Oldenburg bis jetzt in Anspruch genommen.  Erst eine schwierige HüftOP, dann eine SchulterOP und zuletzt im Januar eine PeronealsehnenluxationsOP. Bei allen Aufenthalten im Klinikum Oldenburg habe ich nur gute Erfahrungen gemacht. Das kann doch kein Zufall sein! Auch jetzt wieder bekam ich kompetente Hilfe durch Frau Dr. Jürgensen. Durch die Luxation der Fussehne war es unmöglich, normal zu gehen. Operieren oder Gehgibs für 6 Wochen waren die Alternativen. Die Entscheidung zur Operation war goldrichtig, da es sich um einen länger bestehende chronischen Schaden handelte. Ohne die Hilfe von Fr. Dr. Jürgensen wäre ich schon seit vielen Jahren nicht mehr in der Lage, mich natürlich fortzubewegen. Meine Passion hätte ich längst aufgeben müssen. Ich bin den Mitarbeitern des Klinikums sehr sehr dankbar.  Es gab nicht ein(e) Mitarbeiter(in), ob Arzt, Pflegekraft, Verwaltung oder Transportdienst, nicht einer, der mir nicht ""alles Gute"" gewünscht hat. Bei so viel positiver Energie wäre es geradezu unverschämt von mir, nicht gesund zu werden. Jetzt kann ich wieder völlig normal gehen. Ob es am Ostfriesenrecht (vermutlich eher nicht) liegt oder doch an der Klinik, das weiss erst, wer selbst dagewesen ist. Solche Menschen wünschte man sich oft auch an anderer Stelle. Danke Frau Dr. Jürgensen. Gut, dass es Euch gibt!"
Klinikum Oldenburg,6,"Am 17.3.2021 mußten aus meinem Fuß zwei Schrauben entfernt werden, die bei einer Hallux valgus Operation vor vier Jahren gesetzt worden waren und jetzt beim Laufen in den Schuhen drückten. Nach der Anfrage erfolgte die Behandlung sehr zügig und ohne lange Wartezeiten. Trotz der Coronakrise wurde ich sehr individuell,ausgesprochen freundlich und kompetent von allen betreut.  Da nur eine örtliche Betäubung notwendig war, sich aber im Ablauf natürliche Pufferzeiten ergaben, hatte ich Zeit, die Arbeitsweise meiner Umgebung zu betrachten. Immer wieder erfragte man mein Befinden, hatte Zeit, für meine Fragen. Ich gewann den Eindruck einer verantwortungsvollen und ausgesprochen guten Teamarbeit, mit sehr viel Sorgfalt,Kompetenz, Kontrolle und Empathie. Ich fühlte mich sehr gut aufgehoben, sowohl medizinisch als auch menschlich. Die Operation erfolgte in ruhiger Atmosphäre, ein tolles Team! Zu keiner Zeit entstanden Ängste oder Beunruhigungen. Ein Pfleger kümmerte sich die ganze Zeit um mich und vergewisserte sich ständig,ob es mir gut ging. Schon am 2. Tag nach der Operation kann ich wieder problemlos und schmerzfrei laufen!Ganz herzlichen Dank für alles! Ein toller Erfolg!"
Klinikum Oldenburg,6,"Ein junger Assistensarzt hat mich am 19.02.2021 nach einem Unfall behandelt .Er hat meinen  Zehnagel wieder angenäht und es spricht vom heutigen Stand alles dafür das der Nagel anwächst. Sehr vorsichtig,sehr vertrauensvoll.Seine gute Arbeit wurde von meinem jetzigen Arzt sehr gelobt. Ganz großes Lob auch von mir.Ich kann schon wieder sehr gut laufen."
Klinikum Oldenburg,2,"Arroganz: Wie Hochmut schadet. Die Ärzte scheinen alle fachlich Kompetent zu sein. Aber Empathie ist hier leider ein Fremdwort. Nur hat man nun mal als eine kurz vor der Entbindung stehende Frau. Ängste und Sorgen rund ums Thema Schwangerschaft. Man ist schliesslich Gefühlsmensch + unsicher in einer solchen Situation. Man fühlt sich als Stück Fleisch welches herumgereicht wird. Man wird abgefertigt und kommt sich eher als Experiment vor, wenn Behandlungen nicht anschlagen, werden Sie wiederholt ohne Erklärung. Fragen werden lapidar beantwortet. Oder als dumm dargestellt. Roboter werdet wieder menschlich. Nicht jeder hat das Fachwissen. Angst und Gefühle können vielleicht nervig sein. Aber nehmt euren Patienten die Angst, seid für Sie da. Dieser Satz hätte schon vieles bewirkt. Ich/Wir sind für Sie da, wenn Sie uns brauchen. Man kommt sich als Mensch zweiter Klasse vor. Lasst diese Sticheleien und dieses herablassende getue. Wie so oft sind es wieder nur einige schwarze Schäfchen. Aber Ihr repräsentiert auch die Gesamtheit der Ärzteschaft.  Keiner mag Krankenhäuser aber schürt nicht das Feuer Lasst wieder wärme in eure Herzen. Man hats schliesslich oft schwer genug."
Klinikum Oldenburg,6,"Ich habe mein Baby im August 2020 hier per KS bekommen und fühlte mich sehr gut von den Ärzten beraten. Alle waren freundlich und wirkten sehr kompetent.  Im Op war ein sehr sympathischer Arzt immer an meinem Kopf und reagierte sofort, als mir übel wurde. Während des Nähens bekam ich meine Tochter schon auf den Arm. Mein Mann durfte übrigens auch mit in den Op.  Die Narbe wurde mit selbstauflösenden Fäden vernäht, was ich super fand. Bei meinem ersten KS in Bremen wurde die Narbe nämlich geklammert, was wesentlich schlimmer aussah und mehr Probleme machte. Jetzt nach 5 Monaten ist die KS Narbe kaum noch zu sehen!!!  Nach dem Kaiserschnitt war ich sehr schnell wieder auf den Beinen und verwundert, wie gut ich mich bewegen konnte. Ich bekam (aufgrund von Corona) ein Einzelzimmer und war sehr zufrieden mit den netten Schwestern, die auch sehr überrascht waren, dass ich so kurz nach dem KS mein Baby komplett selbst versorgen konnte. Aufgrund von Corona durften die Geschwister ihre Schwester nicht besuchen. So entschied ich mich 18 Stunden nach dem KS heim zu fahren. Mir ging es ja auch sehr gut, sodass nichts dagegen sprach.  Ich bin sehr froh, dieses Krankenhaus gewählt zu haben."
Klinikum Oldenburg,6,"Ich war von einer Leiter gefallen, und in die Notfallaufnahme des Klinikums Oldenburg eingewiesen worden. In so einer Situation ist jeder auf fremde Hilfe angewiesen. Und ich muss sagen, die Mitarbeiter in der Unfallchirurgie, sowie der Radiologie und der Überwachungsstation, waren einfach nur Klasse. Mir wurde in allen Situation perfekt geholfen. Alle waren sehr herzlich, verständnisvoll und motiviert. Ich bin sehr dankbar und begeistert darüber, wie gut die Mitarbeiter des Klinikum Oldenburg ihren Job machen! D A N K E !"
Klinikum Oldenburg,6,"Bei mir wurde in der Same - Day - Surgery ein kleiner, aber doch eine Vollnarkose erfordernder Eingriff durchgeführt. Die Vorbereitungen und Aufklärungen erfolgten am Vortag. Der freundliche Empfang auf der SDS/ Station 331 durch die Stationsleitung trug dazu bei, dass ich mich als Patientin mit meiner Aufregung aufgefangen fühlte. Mir wurde Alles gut erklärt. Erwähnenswert ist die Tatsache, dass ich in einem normalen Patientenzimmer in einem Patientenbett lag und nicht wie schon andernorts erlebt auf einer Trage hinter einem Vorhang. Der Eingriff verlief komplikationslos (an dieser Stelle auch ein Lob an die Mitarbeiter der Anästhesie). Abgerundet wurde der positive Eindruck durch das Abschlussgespräch sowohl des Arztes als auch der Pflege. Mit den nötigen Informationen bzgl. der Weiterbehandlung verließ ich das Klinikum Oldenburg."
Klinikum Oldenburg,2,"Sehr zufrieden waren wir mit der Betreuung im Kreißsaal. Die Hebamme und die Hebammenschülerin waren freundlich und kompetent und haben sich viel Zeit genommen.   Die anschließende Zeit auf der Station war jedoch leider eine Katastrophe. Eine Betreuung war quasi nicht vorhanden. Eigentlich wurden nur Mahlzeiten serviert, ansonsten hat sich niemand blicken lassen. Die angekündigte Anleitung fürs Stillen ist nie erfolgt. Bei uns ist deswegen am Anfang schon einiges schief gelaufen und ich musste einige Wochen kämpfen, bis es mit dem Stillen dann wirklich geklappt hat.  Da ich mich sehr allein gelassen gefühlt habe und mein Mann wegen der Corona-Beschränkungen nur eine Stunde am Tag zu Besuch kommen konnte, habe ich mich entschieden, dass ich bereits am Tag nach der Geburt entlassen werden möchte. Dies wurde auf der Station sehr unwillig aufgenommen und mir wurde das Gefühl vermittelt, anstrengend zu sein und nicht im Interesse meines Kindes zu handeln.  Im Nachhinein habe ich von anderen Müttern, die im gleichen Zeitraum wie ich entbunden haben, ähnliche Erfahrungen gehört. Man befindet sich nach der Geburt in einer Ausnahmesituation und ist gerade beim ersten Kind auch häufig überfordert und hat viele Fragen. Da ist es sehr schade, dass man auf der Station nicht etwas aufgefangen wird oder man mit dem Personal zumindest ein paar nette Worte wechseln kann, damit man sich wohler und gut aufgenommen fühlt. Mich hat das Ganze noch sehr lange beschäftigt."
Klinikum Oldenburg,6,Ich war im Januar Patient auf der allgemeine Chirurgie . Ich war sehr zufrieden mit dem Personal sehr freundlich und die Ärzte haben gute Aufklärung geleistet.
Klinikum Oldenburg,0,Einfach schlechtes aggressives Personal . Die Putz Kräfte sind deutlich motivierter und Freundlicher . Vorallem die Nachtschwestern würde persönlich nie wieder dort entbinden Es werden Rezepte vergessen mehrmals angerufen und keine Anrufe zurück bekommen ..
Klinikum Oldenburg,4,"Das Klinikum Oldenburg ist insgesamt ein modernes Krankenhaus. Was auch erwähnt werden muss, sind die ausreichenden Parkplätze sowohl für Patienten als auch Besucher. Bei meinem ersten ambulanten Behandlungstermin fiel mir auf, dass nicht nur mir, sondern auch anderen Patienten/Besuchern die Orientierung im Krankenhaus ohne nochmaliges Nachfragen beim Klinikpersonal sehr schwer fiel. Hier muss in der Beschilderung unbedingt nachgebessert werden. Die Station Orthopädie ist Teil der Station Unfallchirurgie. Bei hohem Anteil an unfallchirurgischen Patienten ""platzt diese Station daher sozusagen aus allen Nähten"". Dennoch sind die behandelnden Ärzte als auch das Pflegepersonal in der Lage, auch in schwierigen Situationen angemessen zu handeln. Eine Qualitätssteigerung ist meines Erachtens daher nur bei ausreichender räumlicher Ausstattung sowie besserem Personalschlüssel möglich. Als Fazit stelle ich aber fest: Von der Aufnahme auf der Station bis hin zur Entlassung wurde ich bestens behandelt und versorgt."
Klinikum Oldenburg,6,Sehr kompetente Beratung. Schnelle Abwicklung und eine super Betreuung des Patienten. Dankeschön!
Klinikum Oldenburg,6,"Durch einen unverschuldeten Verkehrsunfall am 31.10.2020 kam ich in das Klinikum Kreyenbrück auf die Station 141. Ich fühlte mich in diesem modernen großem Klinikum zu jeder Zeit allerbesten betreut und medizinisch versorgt. Ich wurde mehrfach gründlich untersucht, geröntgt ein MRT, und ein CT wurden durchgeführt. Die Ärze, Schwestern und Pfleger, in der Röntgenabteilung beim MRT, CT, die Therapeuten (Physiotherapie und Lymphdrainage), der Hol- und Bringdienst, der Sozialdienst, alle hier sind freundliche, wundervolle und empathische Menschen, welche ihre Arbeit mit Freude und immer mit einem Lächeln, mit Geduldigkeit und mit netten Worten verrichteten. Hier wird sich noch Zeit für den Patienten genommen auch von Seiten der Ärzte man fühlt sich umsorgt und verstanden. Wenn man Nachts nicht wußte wie man liegen sollte, man Schmerzen hatte und klingelte wurde immer höflich gefragt und es wurde einem zu jeder Zeit geduldig geholfen. Die Aufnahme der Essensbestellung war auch immer sehr nett, mit der Überraschung des Nachtisches. Das Essen war sehr gut und vielseitig, hier scheint ein guter Koch im Hause zu sein. Sogar der der Friseurbesuch wurde durch den Bring und Abholdienst ermöglicht.  Vielen, vielen Dank für alles! ausgezeichnete Ärzte und ein wirklich tolles Team !  Ich kann das Klinikum mit bestem Gewissen und nach meiner Erfahrung sehr empfehlen."
Klinikum Oldenburg,6,"Sehr freundliches, hilfsbereites Personal. Der behandelnde Arzt, Dr. Eldergash, ist sehr hilfsbereit, freundlich und sehr geduldig....auch bei der Nachsorge. Man hat sofort Vertrauen und ist un guten Händen"
Klinikum Oldenburg,6,"Ich hatte am 15.11.20 einen Fahrradunfall. Die Erstversorgung am Unfallort durch eine Notärztin und  Sanitäter (m+w) war aus meiner Sicht super. Das wurde noch getoppt. In der Klinik für Unfallchirurgie wurde ich ausgezeichnet, vollumfänglich und immer emphatisch über alle notwendigen Schritte und Maßnahmen aufgeklärt. Anschließend wurde ich vom leitenden Unfallchirurgen Dr. Jessel operiert. Die Nachsorge erfolgte durch die Klinikleiterin Frau Dr. Jürgensen und ihr Team. Frau Dr. Jürgensen war außerordentlich kompetent und sympathisch, was auch auf ihr gesamtes Team ausstrahlt. Die Arbeit des Pflegepersonals habe ich im hauseigenen Bewertungsbogen positiv bewerten können."
Klinikum Oldenburg,6,"Ich bekam am 11.11.2020 ein neues Kniegelenk von Frau Dr.Jürgensen. Die medizinischen Voruntersuchungen (ausführliche Problemaufnahme, Röntgen, Anästhesie- und Operationsvorgespräche,) sowie die eigentliche Operation erlebte ich als sehr angenehm. Ich konnte schnell voll belasten und hatte dank der sofort einsetzenden Therapien (Elektroschiene, Physiotherapie, Lymphdrainage) bald eine Beugung von 90 %. Ich fühlte mich in dem großen modernen Krankenhaus sehr wohl. Zu den speziellen medizinischen Abteilungen (Röntgen, EKG, Kardiologie etc) wird von man sehr freundlichen Menschen des Bring- und Abholdienstes gefahren,- sogar zum Friseur! Besonders hervorzuheben ist die gelassene, zugewandte, professionelle Betreuung der empathischen Schwestern und Pfleger der Station 141. Obwohl ich Privatpatientin bin, hatte ich nicht das Gefühl, dass meine Nachbarin (Kassenpatientin) anders behandelt wurde.  Aber nicht nur diie medizinische Seite ist sehr gut, sondern auch die Verpflegung. Zweimal wöchentlich kommt eine strahlende Mitarbeiterin und tippt die Essenswünsche auf ihr Tablet. Sogar ein Kartoffelauflauf mit Hackfleisch und Tomatensoße (nicht angedickt!) ist sehr lecker. Das Team von Frau Dr. Jürgensen und  sie natürlich sind SPITZE!"
Klinikum Oldenburg,6,Ich war im September 2020 für eine Herzklappenoperation im Klinikum. Inzwischen bin ich dank hervorragender ärztlicher und pflegerischer Betreuung völlig wiederhergestellt und leistungsfähig.  Kann die Herzchirurgie am Klinikum Oldenburg wärmstens empfehlen. Zusammen mit dem benachbarten Rehazentrum eine runde Sache.
Klinikum Oldenburg,6,"zur Implantation einer Knie TEP wurde ich stationär aufgenommen, man stellte mir eine Einbettzimmer zur Verfügung, welches komfortabel einerichtet war. Die Operation ist sehr gut gelungen. Die postoperative Versorgung durch Pflegedienst entsprach meinen Vorstellungen, stets waren die Schwestern und Pfleger ansprechbar. Die Verpflegung wurde immer an meine Bedürfnisse angepasst. Durch medikamentöse Therapie wurden die Beschwerden gut reduziert.Durch den sozialmedizinischen Dienst wurde eine Anschlußreha beantragt und von der Krankenkasse genehmigt."
Klinikum Oldenburg,6,"Nach einem schweren Fahrradunfall - Trümmerbruch des linken Oberschenkels - kam ich in die Notaufnahme des Klinikums. Das Aufnahmeverfahren war recht flott, kam zunächst in ein Doppelzimmer, anschließend in ein Einzelzimmer.  Über die weitere Behandlung kann ich nur Gutes berichten. Op von Frau Dr. Jürgensen war hervorragend,  Schwestern alle sehr kompetent und freundlich.  Nur muss die Zusammenarbeit zwischen einzelnen Abteilungen verbessert werden, der soziale Dienst müsste auf den neuesten Stand gebracht werden"
Klinikum Oldenburg,6,"Super Ärzte, Plegerinnen und Pfleger super, Essen gut und eine super Versorgung es wird auf Ängste und Sorgen eingegangen. Ich würde hier jederzeit und sofort wieder herkommen !"
Klinikum Oldenburg,6,"Ich wurde am 31.07.2020 an der BWS operiert - Spondylodese TH 5 - 7. Sämtliche Voruntersuchungen in der chirurgischen Ambulanz, die Durchführung der Operation, sowie der anschließende Klinikaufenthalt sind sowohl fachlich absolut kompetent, als auch menschlich als herausragend zu bezeichnen. Herzlichen Dank an die Chefärztin, den operierenden Oberarzt, die Stationsärzte, die liebevollen Pflegekräfte auf der Station 141!  Auch herzlichen Dank an die Physiotherapie, die mich schon am zweiten Tag nach OP zum Laufen brachte. Besser kann ein Krankenhausaufenthalt nicht verlaufen. Das Klinikum Oldenburg stellt sich mir mit größter Kompetenz und Menschlichkeit im Umgang mit den Patienten und Angehörigen dar und hat m. E. schlechte Presse durch die schlimme Tat eines Einzelnen in keinster Weise verdient. Das sollte endgültig der Vergangenheit angehören. Bis bald zur Nachuntersuchung, Anke Houben."
Klinikum Oldenburg,6,"Am dienstag den 4 August bin ich an der Halzwirbel operiert worden. Diagnose: 1. Chronisches Zervikalsyndrom 2. Osteochondrose C5/6 Modic 2-3  Therapie: 1. Spandylodese ventral C5/6 durch ACIS             Cage ( größe 5 Standart Cage mit Tutogen gefüllt) nach exzision der Bandscheibe.  Hirmit möchte ich mich herzlich bei Dr. Strüwe und bei Frau Dr. Ingke Jürgensen Klinikdirektorin, bedanken für die Super gelaufende Op. Natürich bedanke ich mich auch bei der Belegschaft auf der Station 141 die alle lieb und nett sind.Das Essen war abwechslungsreich,lecker und ausreichend.Die Zimmer Sauber und Kompfortabel mit Ferseher, Toilette und Dusche. Zur Op kann ich nur sagen das ich so gut wie keine Schmerzen hatte.Direkt nach der OP waren die Nackenschmerzen die ich über 1 Jahr hatte bereits verschwunden. Ich musste nur einige Tage ein paar Schmerztabletten nehmen die ich schnell absetzen konnte. Am 7 August wurde ich schon Entlassen und mus nun 6 Wochen Eine Halskrause tragen. Nach 12 Tagen wurden Fäden gezogen und ich bin begeistert von der Narbe die ca. 7 cm lang ist  aber kaumm zu sehen, was natürlich super ist da es direkt vorne unterhalb seitlich des Kehlkopfes ist. Sollte ich noch einmal irgendeinen Eingriff machen lassen müssen wird diese Klinik immer meine erste Adresse sein. Nur zu Empfehlen. E. Meyer"
Klinikum Oldenburg,6,"Mit meinen 68 Jahren habe ich leider Erfahrungen in Kliniken ( München, Kiel , oberstdorf und andere) machen müssen . So gut aufgehoben wie hier in Oldenburg habe ich es nirgends sonst so erfahren. Fachlich absolut kompetent, Abläufe pünktlich und zuverlässig , fachlich so fern ich das als Laie beurteilen ,kann ohne Fehl und Tadel  Die Freundlichkeit aller Mitarbeiter ist bemerkenswert und hilft sicherlich  dem Heilungsprozess ."
Klinikum Oldenburg,0,"Mein Mann hatte eine Tumor OP. Die Nachsorge ist echt ein Witz. Wir müssen uns um alles kümmern.Der soziale Dienst hat sich nicht mal gekümmert.Was aber wohl bekannt ist. Man steht voll im Regen.Entlassen und nach mir die Sintflut.Bin echt enttäuscht. Bei jedem Termin,ein anderer Arzt,der sich wieder mal einlesen muss.Und wieder alles neu erklären....."
Klinikum Oldenburg,4,Die OP verlief aus meiner Sicht perfekt. Intensiv- und Normalbereich könnte besser koordiniert sein. Es fehlte an abteilungsübergreifende Kommunikation.
Klinikum Oldenburg,6,"Sehr geehrte Damen und Herren,   meine Schwester ist in der MKG Oldenburg operiert worden, Diagnose Unterkieferkarzinom. Sie ist sehr begeistert vom Pflegepersonal und den Ärzten, allein die OP hatte 10 Std. gebraucht, etc...  Ich, als ehemaliger Krankenpfleger in der MKG des UKE in Hamburg, kann allein aus der Ferne ( wg. Corona ) durch Fotos  feststellen, dass die Operateure gute Arbeit geleistet haben. Die Schnittstelle vom Ohr bis unterhalb des Kiefers entlang zum Kinn, damit der Patient nachher nicht entstellt dasteht, etc...  Wenn sie jetzt tumorfrei ist und keine weiteren Maßnahmen und Therapien notwendig sind, waren Engel im Spiel, ein paar davon arbeiten bei Ihnen."
Klinikum Oldenburg,6,"Anfang Januar 2020 wurde ich wegen meines seit Jahren bestehenden Vorhofflimmerns zusammen mit einem Vorhofflattern durch eine Ablation (Verödung im Herzen) behandelt. Sowohl die mehrmaligen Vorgespräche als auch der kurze stationäre Aufenthalt haben mir immer das Gefühl gegeben, ich werde ernst genommen und sei fachlich in wirklich guten Händen. Den Erfolg der Behandlung kann man erst nach einigen Monaten einschätzen. Heute stellt sich heraus, dass trotz der gar nicht so optimistischen Prognose meine Beschwerden derzeit nicht mehr auftreten. Daher kann ich mich über eine rundherum erfolgreiche und (angesichts der Umstände) erfreuliche Behandlung freuen."
Klinikum Oldenburg,6,"Ich habe vor 3 Monaten eine neue Aortenklappe erhalten. Ich wurde sehr freundlich aufgenommen und habe mich in allen Bereichen der Herzchirurgie gut aufgehoben gefühlt. Vielen Dank besonders an Prof. Dewald und seinem ärztlichen und pflegerischen Team der Herzchirurgie (Station 411, 311). Mein Dank geht ebenfalls an die Anästhesie und die Intensivstation, auch wenn ich mich nicht mehr an alles erinnern kann. Meine Eltern haben sich dort gut informiert und betreut gefühlt.  Ich kann das Klinikum und besonders die Herzchirurgie für junge Herzkranke mit gutem Gewissen weiterempfehlen!"
Klinikum Oldenburg,6,"- Schnelle Vergabe von Terminen, wie Vorgespräch und Op - Verständnisvolle Erklärungen des Op-Verlaufs - Witz- und humorvoller Umgang der zuständigen  Ärztinnen, dadurch nahmen Sie mir einen Großteil meiner Ängste - Sehr gute, hilfsbereite Versorgung durch die Ärzte, Schwestern und Pfleger nach der Op"
Klinikum Oldenburg,0,"Heute um 7 Uhr zur Aufnahme da sein. Wir würden erstmal in ein Wartezimmer gesetzt und dort hat mein Sohn dann über 3 Stunden gewartet. Ich bin vorher nach Hause, weil ich es nicht so toll fand mit 10 anderen Menschen auf engen Raum zu sitzen. Es wird davon abgeraten sich mit vielen anderen Menschen zu treffen und da sitzt man dann zusammen. Unmöglich. Vorallem Warum um 7 Uhr antanzen und dann warten? Besucher kommen nicht mehr rein, ist auch ok. Aber diese Behandlung war unmöglich... Die können froh sein das mein Sohn morgen wieder raus kommt und ich da nix ht rein muss... Aber Klinikum halt... Sonst ist die Urologie aber top"
Klinikum Oldenburg,6,"Meine Mutter ( 71 Jahre ) hat vor 4 Wochen eine neue Mitralklappe ( Bioklappe ) erhalten. Sie wurde sehr freundlich aufgenommen und hat sich überall sehr wohl und gut aufgehoben gefühlt. Unser Dank gilt besonders Hr. Prof. Dewald und seinem gesamten Team der Kardiologie. Hier wird hervorragende Arbeit geleistet. Im heutigen schwierigem Gesundheitswesen keine Selbstverständlichkeit. Ganz lieben Dank an die Stationen 411, 311 und 216! Wir werden sie uneingeschränkt weiterempfehlen!"
Klinikum Oldenburg,4,"Sauber ,ordentlich.Es wurden viele Informationen gegeben. Fragen wurden ausführlich beantwortet.Der Umgang vom Pflegepersonal war gut und hilfreich."
Klinikum Oldenburg,6,"Nachdem ich bereits mehrfach in der Klinik wegen meines Vorhofflimmerns akut behandelt worden bin, suchte mich bei meinem letzten Aufenthalt im November 2018 der leitender Arzt der Rhythmologie in der Kardiologie auf und führte ein umfangreiches Beratungsgespräch durch, das letztlich zu einer Empfehlung für eine Pulmonalvenenisolation führte, falls der Leidensdruck so hoch werden würde, dass eine medikamentöse Behandlung mit Flecainid nicht weiter erfolgversprechend war. Seit Anfang November (Eintritt in den Ruhestand!) hatte ich wöchentliche Flimmerepisoden, die meistens nachts erfolgten (Blutdruck bei durchschnittlich 160/140 mit einem Puls von 120 bis 140). Diese ließen sich nach der Einnahme von zwei Tabletten (Flecainid 100 mg) nach ein bis zwei Stunden beenden. Für mich stand sehr schnell fest, dass es so nicht weitergehen konnte. Sowohl mein Hausarzt als auch mein behandelnder Kardiologe rieten mir zu einer erneuten Vorstellung in der Kardiologischen Ambulanz Oldenburg. Wieder war es der leitende Arzt der Rhytmologie, der mich sehr einfühlsam und ausführlich über die Pulmonalvenenisolation mit dem Kryoballon beriet. Sehr schnell bekam ich einen Termin, diese Behandlung durchführen zu lassen. Am 24.02.2020 wurde der Eingriff vorgenommen und ich konnte nach erfolgreicher Behandlung am nächsten Tag die Klinik bereits wieder verlassen. Sowohl mit der Beratung, der Aufnahme, Behandlung des Ärzteteams, der Versorgung auf der Station 212 nebst aller anderen Merkmale (Verpflegung, Hygiene etc.) bin ich mehr als zufrieden und kann die Klinik erneut mit gutem Gewissen weiterempfehlen! Herzlichen Dank an alle Akteure!!!"
Klinikum Oldenburg,6,Falsche Diagnose falsche Notoperation !  Die Cirurgie operierte mich an ein Analabzess und nicht an meiner Zyste von 7 cm  Keine gründliche Voruntersuchung  Keine Zeit für Aufklärung  Nie wieder !!!  Muss mich jetzt an meiner Zyste operieren lassen von 7 cm mit starker Schwellung was man normalerweise hätte sehen müssen  Es wurde kein INR Wert abgenommen  Sondern einfach Notoperiert an ein Abzess den ich nicht hatte !!!
Klinikum Oldenburg,6,Wir kamen am Donnerstagabend in die Notfallaufnahme.Man hat sich sofort nett gekümmert.Die Ärztin strahlte sehr viel Ruhe aus und wir wurden gut informiert.Vielen Dank auch an die netten Schwestern.
Klinikum Oldenburg,0,"Ich bin sehr enttäuscht bzw. entsetzt. Ich habe so eine Schlamperei, mangelnde Hygiene und Behandlung glücklicherweise zuvor nie erlebt.   Meine Tochter (16) Jahre alt, ist privat zusatzversichert und hatte Einzelbett und Chefarztbehandlung.   Am Aufnahmetag, nach 1,5 h, Wartezeit war ihr Zimmer nicht frei. Wir sind dann nach 5,5 h wieder nach Hause.   Wir waren dann am zweiten Tag zur verabredeten Zeit wieder vor Ort. Wieder hatte man keine Zeit für uns und das Zimmer war nicht fertig. Wir sind dann noch mal in das Krankenhauscafe und wurden nach über einer Stunde angerufen, dass wir auf die Station kommen sollen, weil der Arzt nun mit uns sprechen möchte.  Auf das jetzt fertige Zimmer geführt mussten wir feststellen, dass es nicht geputzt war. Im Bad waren Schamhaare an der Toilette, im Waschbecken Haare, der gesamte Boden voller Krümel und teilweise klebte der Boden auch.   Nach ca. 1 h kam ein Herr, der sich als Student im 5. Jahr vorstellte und uns erklärte, dass er nun die Anamnese mache und meine Tochter untersuchen werde. Ich war höchst erstaunt, etwas amüsiert und wütend zugleich, dachte mir aber die Fragen kann er ja ruhig stellen. Am Ende des Tages  war er der Sorgfältigste und Hilfsbereiteste, den wir zu Gesicht bekommen haben.  Zum Ende der Anamnese kam eine junge Assistenzärztin hinzu, die dann meine Tochter kurz abhörte, in Hals, Nase und Ohren blickte und den Bauch abtastete. Dazu musste sich meine Tochter auf eine ehemals weiße Liege legen, ohne Papier oder Handtuch, die vom der Talg der anderen Patienten schon bräunlich war.   Das Zimmer wurde trotz mehrfachem Bemängeln nicht ordentlich geputzt. Ich habe dann den Boden mit Einmalhandtüchern und Handseife etwas gewischt.  Den  Chefarzt hat sie bis jetzt noch nicht gesehen und da gelassen habe ich sie nur, weil sie keine offene Wunde hat und ich davon ausgehe, dass sie somit gesund bleibt."
